,Unnamed: 0,500 count,500 %,100 count,100 %,50 count,50 %,25 count,25 %,10 count,10 %,disease
0,0,4.0,0.059701492537313425,1.0,0.01492537313432836,0.0,0.0,0.0,0.0,0.0,0.0,Differentiated Thyroid Gland Carcinoma
0,0,2.0,0.030303030303030307,1.0,0.015151515151515154,0.0,0.0,0.0,0.0,0.0,0.0,Tumor Immunity
0,0,3.0,0.03571428571428571,1.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,invasive cancer
0,0,8.0,0.11267605633802814,2.0,0.028169014084507043,0.0,0.0,2.0,0.028169014084507043,1.0,0.014084507042253518,Aneurysm
0,0,4.0,0.07547169811320754,1.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,"Carcinoma, Lewis Lung"
0,0,0.0,0.0,2.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,Cervical Squamous Cell Carcinoma
0,0,1.0,0.0071428571428571435,2.0,0.014285714285714284,1.0,0.0071428571428571435,2.0,0.014285714285714284,0.0,0.0,Hepatitis
0,0,4.0,0.10810810810810813,0.0,0.0,2.0,0.054054054054054064,1.0,0.027027027027027032,1.0,0.027027027027027032,Angiogenic Switch
0,0,7.0,0.07,0.0,0.0,1.0,0.01,1.0,0.01,1.0,0.01,Thymoma
0,0,1.0,0.022727272727272728,1.0,0.022727272727272728,2.0,0.045454545454545456,2.0,0.045454545454545456,0.0,0.0,Severe Sepsis
0,0,1.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.017543859649122806,Myositis
0,0,2.0,0.018518518518518517,1.0,0.009259259259259259,1.0,0.009259259259259259,1.0,0.009259259259259259,0.0,0.0,Seminoma
0,0,1.0,0.02325581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mycobacterium Infections
0,0,1.0,0.02325581395348837,1.0,0.02325581395348837,4.0,0.09302325581395347,1.0,0.02325581395348837,0.0,0.0,Bloom Syndrome
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Photoreceptor degeneration
0,0,9.0,0.0625,0.0,0.0,0.0,0.0,2.0,0.013888888888888888,0.0,0.0,Lupus Vulgaris
0,0,4.0,0.08695652173913042,0.0,0.0,0.0,0.0,1.0,0.021739130434782608,0.0,0.0,Renal ischaemia
0,0,6.0,0.048,0.0,0.0,3.0,0.024,2.0,0.016,0.0,0.0,Cutaneous Melanoma
0,0,3.0,0.03225806451612903,0.0,0.0,2.0,0.021505376344086027,1.0,0.010752688172043013,0.0,0.0,Colorectal cancer metastatic
0,0,4.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Renal fibrosis
0,0,6.0,0.0576923076923077,2.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,Kidney Neoplasm
0,0,0.0,0.0,0.0,0.0,2.0,0.03571428571428571,0.0,0.0,0.0,0.0,Laryngeal Squamous Cell Carcinoma
0,0,1.0,0.02631578947368421,0.0,0.0,0.0,0.0,1.0,0.02631578947368421,0.0,0.0,Parathyroid Adenoma
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011363636363636364,0.0,0.0,Congenital Heart Defects
0,0,2.0,0.030303030303030307,1.0,0.015151515151515154,0.0,0.0,0.0,0.0,0.0,0.0,Traditional Serrated Adenoma
0,0,5.0,0.0390625,2.0,0.015625,1.0,0.0078125,0.0,0.0,0.0,0.0,Allergic disposition
0,0,4.0,0.027210884353741496,3.0,0.020408163265306117,0.0,0.0,0.0,0.0,0.0,0.0,Non-alcoholic Fatty Liver Disease
0,0,2.0,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle Cerebral Artery Occlusion
0,0,3.0,0.02884615384615385,2.0,0.019230769230769232,0.0,0.0,1.0,0.009615384615384616,0.0,0.0,Malnutrition
0,0,2.0,0.018691588785046728,0.0,0.0,0.0,0.0,1.0,0.009345794392523364,0.0,0.0,Diarrhea
0,0,4.0,0.06451612903225806,1.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,Hematological Disease
0,0,5.0,0.037037037037037035,0.0,0.0,2.0,0.014814814814814815,0.0,0.0,1.0,0.007407407407407408,Trichohepatoenteric Syndrome
0,0,1.0,0.011111111111111113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011111111111111113,Bronchopulmonary Dysplasia
0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.03508771929824561,1.0,0.017543859649122806,Von Hippel-Lindau Syndrome
0,0,5.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dwarfism
0,0,3.0,0.03448275862068965,0.0,0.0,1.0,0.011494252873563218,2.0,0.02298850574712644,0.0,0.0,Carcinoid Tumor
0,0,3.0,0.030303030303030307,0.0,0.0,1.0,0.010101010101010102,0.0,0.0,0.0,0.0,Tuberous Sclerosis
0,0,1.0,0.018518518518518517,0.0,0.0,0.0,0.0,3.0,0.05555555555555555,0.0,0.0,"Leukemia, B-Cell"
0,0,3.0,0.022900763358778626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Endothelial dysfunction
0,0,8.0,0.07547169811320754,1.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,Congenital contractural arachnodactyly
0,0,12.0,0.1153846153846154,2.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,Kidney Failure
0,0,1.0,0.015384615384615384,1.0,0.015384615384615384,1.0,0.015384615384615384,0.0,0.0,1.0,0.015384615384615384,Vesicular Stomatitis
0,0,7.0,0.05691056910569105,0.0,0.0,2.0,0.016260162601626018,3.0,0.024390243902439025,0.0,0.0,Acute myocardial infarction
0,0,5.0,0.06944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atrophic condition of skin
0,0,1.0,0.028571428571428567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secondary acute myeloid leukemia
0,0,5.0,0.06329113924050632,0.0,0.0,1.0,0.012658227848101266,0.0,0.0,0.0,0.0,Adrenocortical carcinoma
0,0,1.0,0.018867924528301886,0.0,0.0,0.0,0.0,1.0,0.018867924528301886,1.0,0.018867924528301886,Tumor Promotion
0,0,3.0,0.06818181818181818,0.0,0.0,2.0,0.045454545454545456,1.0,0.022727272727272728,0.0,0.0,Premature aging syndrome
0,0,6.0,0.07407407407407407,1.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,"Hepatitis, Chronic"
0,0,4.0,0.0449438202247191,0.0,0.0,0.0,0.0,1.0,0.011235955056179777,0.0,0.0,Coinfection
0,0,1.0,0.018518518518518517,1.0,0.018518518518518517,1.0,0.018518518518518517,0.0,0.0,0.0,0.0,Hairy Cell Leukemia
0,0,1.0,0.007936507936507936,3.0,0.023809523809523808,1.0,0.007936507936507936,0.0,0.0,0.0,0.0,"Mesothelioma (malignant, clinical disorder) (disorder)"
0,0,2.0,0.03448275862068965,0.0,0.0,0.0,0.0,1.0,0.017241379310344827,0.0,0.0,Psoriasis vulgaris
0,0,10.0,0.10869565217391304,0.0,0.0,0.0,0.0,4.0,0.043478260869565216,2.0,0.021739130434782608,Periodontitis
0,0,3.0,0.02158273381294964,0.0,0.0,4.0,0.02877697841726619,0.0,0.0,0.0,0.0,Noninfiltrating Intraductal Carcinoma
0,0,3.0,0.030612244897959183,0.0,0.0,1.0,0.010204081632653059,1.0,0.010204081632653059,1.0,0.010204081632653059,Allergic asthma
0,0,8.0,0.05755395683453238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anaplasia
0,0,6.0,0.06382978723404255,1.0,0.010638297872340424,2.0,0.02127659574468085,0.0,0.0,0.0,0.0,Hematopoietic Neoplasms
0,0,1.0,0.01282051282051282,4.0,0.05128205128205128,3.0,0.038461538461538464,0.0,0.0,1.0,0.01282051282051282,Immune thrombocytopenic purpura
0,0,4.0,0.031496062992125984,0.0,0.0,3.0,0.023622047244094488,0.0,0.0,0.0,0.0,Malignant mesothelioma
0,0,1.0,0.02631578947368421,0.0,0.0,1.0,0.02631578947368421,0.0,0.0,0.0,0.0,Non-small cell lung cancer stage I
0,0,1.0,0.006993006993006993,1.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,Refractory anemias
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spinal Muscular Atrophy
0,0,3.0,0.02479338842975207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malignant neoplasm of testis
0,0,3.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nonalcoholic Steatohepatitis
0,0,6.0,0.05660377358490566,1.0,0.009433962264150943,0.0,0.0,1.0,0.009433962264150943,0.0,0.0,Hypercholesterolemia
0,0,4.0,0.054054054054054064,1.0,0.013513513513513514,0.0,0.0,0.0,0.0,1.0,0.013513513513513514,Monosomy
0,0,2.0,0.016393442622950817,1.0,0.008196721311475409,0.0,0.0,0.0,0.0,0.0,0.0,Autosomal Recessive Disorder
0,0,5.0,0.04716981132075472,2.0,0.018867924528301886,0.0,0.0,3.0,0.02830188679245283,0.0,0.0,Severe Combined Immunodeficiency
0,0,9.0,0.11688311688311688,1.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,Glomerulonephritis
0,0,5.0,0.057471264367816084,1.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,Mucosa-Associated Lymphoid Tissue Lymphoma
0,0,5.0,0.04032258064516129,1.0,0.008064516129032258,3.0,0.024193548387096774,1.0,0.008064516129032258,0.0,0.0,Idiopathic pulmonary arterial hypertension
0,0,2.0,0.04166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02083333333333333,Adult Acute Myeloblastic Leukemia
0,0,2.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Giant Cell Arteritis
0,0,4.0,0.05882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,breast adenocarcinoma
0,0,4.0,0.06896551724137931,0.0,0.0,3.0,0.05172413793103448,0.0,0.0,0.0,0.0,"Lung Diseases, Interstitial"
0,0,2.0,0.019230769230769232,1.0,0.009615384615384616,2.0,0.019230769230769232,0.0,0.0,0.0,0.0,Embryonal Carcinoma
0,0,1.0,0.01492537313432836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Melanoma, B16"
0,0,3.0,0.046875,0.0,0.0,0.0,0.0,1.0,0.015625,0.0,0.0,Malignant neoplasm of brain
0,0,1.0,0.012195121951219513,2.0,0.024390243902439025,2.0,0.024390243902439025,0.0,0.0,1.0,0.012195121951219513,Myasthenia Gravis
0,0,6.0,0.05504587155963303,1.0,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,Uveal melanoma
0,0,1.0,0.009615384615384616,1.0,0.009615384615384616,1.0,0.009615384615384616,1.0,0.009615384615384616,0.0,0.0,"Alzheimer Disease, Late Onset"
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.016666666666666666,0.0,0.0,beta Thalassemia
0,0,3.0,0.030303030303030307,1.0,0.010101010101010102,1.0,0.010101010101010102,1.0,0.010101010101010102,0.0,0.0,Lymphoproliferative Disorders
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Extrahepatic Cholangiocarcinoma
0,0,7.0,0.14,0.0,0.0,0.0,0.0,1.0,0.02,2.0,0.04,Synovitis
0,0,7.0,0.14583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02083333333333333,Intracranial Aneurysm
0,0,1.0,0.021739130434782608,2.0,0.043478260869565216,0.0,0.0,1.0,0.021739130434782608,0.0,0.0,Myelodysplasia
0,0,6.0,0.06666666666666668,0.0,0.0,0.0,0.0,4.0,0.04444444444444445,0.0,0.0,Malignant Peripheral Nerve Sheath Tumor
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dystonia
0,0,1.0,0.027027027027027032,1.0,0.027027027027027032,0.0,0.0,0.0,0.0,0.0,0.0,Shy-Drager Syndrome
0,0,4.0,0.056338028169014086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vascular inflammations
0,0,0.0,0.0,0.0,0.0,2.0,0.030303030303030307,1.0,0.015151515151515154,0.0,0.0,Depressive Symptoms
0,0,2.0,0.030303030303030307,0.0,0.0,0.0,0.0,1.0,0.015151515151515154,0.0,0.0,Skin Carcinogenesis
0,0,3.0,0.037037037037037035,1.0,0.012345679012345678,0.0,0.0,0.0,0.0,1.0,0.012345679012345678,androgen independent prostate cancer
0,0,3.0,0.033707865168539325,0.0,0.0,1.0,0.011235955056179777,0.0,0.0,0.0,0.0,Adenocarcinoma of large intestine
0,0,2.0,0.02083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ataxia
0,0,0.0,0.0,0.0,0.0,2.0,0.03448275862068965,2.0,0.03448275862068965,0.0,0.0,Hereditary Nonpolyposis Colorectal Cancer
0,0,2.0,0.05128205128205128,0.0,0.0,1.0,0.02564102564102564,0.0,0.0,0.0,0.0,Luminal B Breast Carcinoma
0,0,5.0,0.06097560975609756,0.0,0.0,2.0,0.024390243902439025,0.0,0.0,0.0,0.0,Progressive cGVHD
0,0,1.0,0.0196078431372549,0.0,0.0,0.0,0.0,2.0,0.0392156862745098,0.0,0.0,Thyroid Gland Follicular Adenoma
0,0,1.0,0.010204081632653059,1.0,0.010204081632653059,2.0,0.020408163265306117,1.0,0.010204081632653059,0.0,0.0,"Arthritis, Psoriatic"
