,Unnamed: 0,500 count,500 %,100 count,100 %,50 count,50 %,25 count,25 %,10 count,10 %,disease
0,0,3.0,0.038461538461538464,1.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,Eosinophilia
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cerebrovascular Disorders
0,0,1.0,0.008130081300813009,1.0,0.008130081300813009,1.0,0.008130081300813009,0.0,0.0,0.0,0.0,Metastatic Prostate Carcinoma
0,0,1.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Multiple Endocrine Neoplasia Type 1
0,0,2.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kidney Neoplasm
0,0,1.0,0.015873015873015872,0.0,0.0,1.0,0.015873015873015872,0.0,0.0,7.0,0.1111111111111111,Rett Syndrome
0,0,2.0,0.018518518518518517,1.0,0.009259259259259259,0.0,0.0,1.0,0.009259259259259259,1.0,0.009259259259259259,Ki-1+ Anaplastic Large Cell Lymphoma
0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.07894736842105263,0.0,0.0,Parathyroid Adenoma
0,0,1.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juvenile arthritis
0,0,2.0,0.028985507246376805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chagas Disease
0,0,2.0,0.013605442176870748,0.0,0.0,0.0,0.0,1.0,0.006802721088435374,0.0,0.0,Non-alcoholic Fatty Liver Disease
0,0,2.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Promyelocytic leukemia
0,0,3.0,0.03409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anaplastic thyroid carcinoma
0,0,1.0,0.018867924528301886,2.0,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,Middle Cerebral Artery Occlusion
0,0,2.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hyperplastic Polyp
